,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
340922,2019-06-10 00:13:30,4158945090781624,"fraud_Kutch, Hermiston and Farrell",gas_transport,62.41,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,3ab70a22eda33b3357cc38114de16bec,1339287210,40.491755,-80.29374399999999,0
340923,2019-06-10 00:14:31,4997733566924489,fraud_McGlynn-Jaskolski,misc_pos,60.0,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,f44df30ad25936c65d28c9cac185e50e,1339287271,44.882478000000006,-93.68385500000001,0
340924,2019-06-10 00:14:38,3576431665303017,fraud_Runolfsson and Sons,grocery_net,74.76,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,f2dfa114369a0382e84778c6e5fa767f,1339287278,34.537763,-112.318165,0
340925,2019-06-10 00:14:38,2222157926772399,"fraud_Stroman, Hudson and Erdman",gas_transport,90.93,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",1987-02-26,f10773a95a23cbe0d022c1a04043b874,1339287278,33.975164,-95.588516,0
340926,2019-06-10 00:15:36,6592861994408652,"fraud_Mosciski, Gislason and Mertz",grocery_pos,70.96,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,732b463b4ee964b706a06c722cd644a8,1339287336,43.057128000000006,-79.410554,0
340927,2019-06-10 00:15:49,4897067971111209737,fraud_Bartoletti-Wunsch,gas_transport,76.81,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,1975-10-07,025d8e8086e00628b1344db40811ced8,1339287349,27.935786,-82.49697900000001,0
340928,2019-06-10 00:15:49,3566094707272327,"fraud_Goldner, Kovacek and Abbott",grocery_pos,210.1,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,09ca975babfe72220eef6ad9fa0dc3d2,1339287349,33.42364,-117.989126,0
340929,2019-06-10 00:16:02,6573561108825071,fraud_Morissette LLC,entertainment,45.04,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1968-06-18,74bd1a1a0fa3f7330571eed784fb83c5,1339287362,36.822516,-95.738035,0
340930,2019-06-10 00:16:08,6011893664860915,fraud_Conroy-Cruickshank,gas_transport,54.32,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,1975-07-31,9be89a1c561e9d4577b6ee55e2306a5f,1339287368,40.563612,-105.74376699999999,0
340931,2019-06-10 00:16:45,180084695172649,fraud_Nader-Heller,misc_net,56.29,Holly,Mann,F,7644 Joseph Fields,Nokomis,IL,62075,39.3036,-89.2853,3458,Building surveyor,1985-12-08,f2c450efe35f1c736a33954c92d9076a,1339287405,39.987634,-90.197468,0
340932,2019-06-10 00:16:46,501828204849,fraud_Rau and Sons,grocery_pos,320.0,Sandra,Davies,F,31954 Eugene Lane Suite 572,Dexter,KS,67038,37.1641,-96.6917,602,"Buyer, industrial",1958-10-26,e8cd9983cc0e9c6c50f4ef79f0333531,1339287406,37.37966,-97.595237,1
340933,2019-06-10 00:17:25,213102873001603,"fraud_Kerluke, Considine and Macejkovic",misc_net,8.52,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,cf3c19efb457c7e1e639c976247bcd33,1339287445,43.731054,-123.58681100000001,0
340934,2019-06-10 00:18:05,2576709887791552,fraud_Volkman-Predovic,shopping_net,9.05,Joseph,Morgan,M,126 Underwood Drive,San Diego,CA,92128,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,b106ef95b4d29a18ec89882a6ce46262,1339287485,33.17281,-116.59340300000001,0
340935,2019-06-10 00:18:15,213186551511454,"fraud_Roob, Conn and Tremblay",shopping_pos,1.46,Cody,Dean,M,737 Thomas Wall Apt. 502,West Bethel,ME,4286,44.402,-70.8601,47,Chief Operating Officer,1951-03-31,914c5c9e6e9536ea26f085fa8f4ff981,1339287495,43.663131,-71.213189,0
340936,2019-06-10 00:18:23,4861310130652566408,fraud_Klocko LLC,misc_net,167.89,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",1977-12-16,6b031bceea0e4756095154de47bfadfa,1339287503,29.593647999999998,-90.158322,0
340937,2019-06-10 00:18:41,3593118134380341,fraud_Vandervort-Funk,grocery_pos,134.23,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,79f97fcf62446ffc55e0097bb0127161,1339287521,43.603999,-67.176784,0
340938,2019-06-10 00:18:54,4255397449664185994,"fraud_Raynor, Feest and Miller",gas_transport,79.55,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",1952-09-27,2d60dd7c43c1b65eb0ebb5e3388732c1,1339287534,33.475045,-96.644675,0
340939,2019-06-10 00:19:17,676298633337,"fraud_Bernier, Streich and Jewess",grocery_net,28.3,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,1971-12-10,1da98cfe92be2fec62fbc8b64022b790,1339287557,39.825877,-80.685839,0
340940,2019-06-10 00:19:24,30343344410970,fraud_Wiza LLC,misc_pos,9.04,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",1962-03-20,780fee5f65ea4164e3714345bbaf0454,1339287564,40.918658,-78.714309,0
340941,2019-06-10 00:19:28,3567697931646329,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,34.58,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,3e6b17ef06c85ac848c90110ba9efb7e,1339287568,42.956764,-73.958907,0
340942,2019-06-10 00:20:23,630425673344,"fraud_Schaefer, Maggio and Daugherty",gas_transport,69.14,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388000000000005,-79.9906,365,Special effects artist,1970-03-14,8cd04219241cb57b9c713b7bfb3218e9,1339287623,38.458174,-80.666294,0
340943,2019-06-10 00:20:39,30235268718158,"fraud_Lockman, West and Runte",grocery_pos,83.8,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,4b8a7c373b0be2fb8d20260ee6dcd5ef,1339287639,40.37701,-73.503477,0
340944,2019-06-10 00:21:56,5152054598359927,fraud_Kuvalis Ltd,gas_transport,95.16,Jim,Johnson,M,868 Brady Mill Apt. 837,Gretna,LA,70056,29.8872,-90.0331,55581,Biomedical scientist,1972-09-12,da972d98e896cfc70e216f72ac351996,1339287716,30.565544,-90.208031,0
340945,2019-06-10 00:22:10,4900628639996,fraud_Schmitt Inc,gas_transport,63.23,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,9897bdcded6da7eb704d519eb9569212,1339287730,33.606497999999995,-118.241922,0
340946,2019-06-10 00:22:50,4509142395811241,fraud_Stoltenberg-Beatty,shopping_pos,21.92,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,ca7935a12615d2c98a701c51e9630108,1339287770,32.064204,-83.053526,0
340947,2019-06-10 00:22:52,3598014571045296,fraud_Cole PLC,grocery_pos,222.14,Lisa,Clark,F,07943 Davis River,Grimesland,NC,27837,35.558,-77.2566,5903,Manufacturing systems engineer,1993-10-07,bd1549ecbce87a4f475b2c21cc6263df,1339287772,34.630829,-78.04265600000001,0
340948,2019-06-10 00:23:08,639030014711,fraud_Collier Inc,grocery_net,51.15,Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,1982-08-01,1a9d041d511475d1f051d4569f667076,1339287788,37.714296000000004,-89.685562,0
340949,2019-06-10 00:23:41,374125201044065,fraud_Hackett-Lueilwitz,grocery_pos,106.91,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",1970-07-20,ed339cb08075c77665d9ffa332d9a54d,1339287821,39.723514,-76.647165,0
340950,2019-06-10 00:24:27,4482427013979020,"fraud_Huel, Hammes and Witting",grocery_pos,135.43,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,1946-08-30,caf2910ea4d8ab558897a3078d847b2f,1339287867,38.237590999999995,-82.919839,0
340951,2019-06-10 00:24:29,3595192916105588,fraud_Koelpin and Sons,misc_net,120.78,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,bb9d4c64509574afc9e429c0c34b5783,1339287869,34.730568,-79.992648,0
340952,2019-06-10 00:25:44,676118385837,fraud_Stamm-Rodriguez,misc_pos,176.17,Katelyn,Wise,F,674 Maureen Summit Apt. 276,Scotts Mills,OR,97375,44.9897,-122.6187,1252,"Engineer, petroleum",1937-02-06,9242f0cf7dc0282ffba54e09490b1494,1339287944,44.925561,-123.12003200000001,0
340953,2019-06-10 00:25:44,4198470814557,"fraud_Stroman, Hudson and Erdman",gas_transport,72.02,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,345ad0ca8cabb2b629b93b236ae51828,1339287944,41.718070000000004,-95.437598,0
340954,2019-06-10 00:25:58,6011603272871604,fraud_Kuhic Inc,grocery_pos,102.25,Robert,Holland,M,431 Tracy Expressway,Milner,GA,30257,33.141,-84.1759,4138,Field seismologist,1969-05-16,4589a43291a05b52d0c424e84691c7d2,1339287958,32.900128,-84.140811,0
340955,2019-06-10 00:26:27,377113842678100,fraud_Jacobi and Sons,shopping_pos,8.57,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1965-03-25,8b7f6fcad6e46a3f18752e66bcd485af,1339287987,39.580269,-75.413961,0
340956,2019-06-10 00:27:13,375848982312810,fraud_Friesen-D'Amore,gas_transport,36.88,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,a7ac6f6ec97c0c81ae45ab608b9354e7,1339288033,30.651613,-98.637087,0
340957,2019-06-10 00:27:58,503848303379,fraud_Kris-Weimann,misc_net,87.75,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1976-09-12,9f65227159bdf8ef871d74807ef4f50d,1339288078,26.841559000000004,-82.198985,0
340958,2019-06-10 00:29:11,4255397449664185994,"fraud_Boehm, Predovic and Reinger",misc_pos,7.97,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",1952-09-27,dd75224f006aec77a3ec9f672db22fa7,1339288151,32.967993,-97.320163,0
340959,2019-06-10 00:29:44,2222001896600109,"fraud_Ferry, Reichel and DuBuque",grocery_net,42.89,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,9002b785d31f158f5754da4b6b82735f,1339288184,38.888073,-89.64895,0
340960,2019-06-10 00:30:35,4365382885912355,fraud_Huel-Langworth,misc_net,82.63,Robert,Goodman,M,956 Paul Fields Suite 108,Orr,MN,55771,48.1439,-92.8561,1680,Horticultural therapist,1976-12-10,78b48ceb0d1dcd476d89d0bf379cc136,1339288235,47.563787,-92.83480300000001,0
340961,2019-06-10 00:31:05,30442439074871,fraud_Kemmer-Buckridge,misc_pos,23.87,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,1981-06-22,d003139353edcbe7e7608779278291fb,1339288265,41.589749,-74.757163,0
340962,2019-06-10 00:31:49,2248735346244816,fraud_Ruecker Group,misc_net,2.34,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.13799999999999,269,Product/process development scientist,1962-11-11,8f36f6ea5375435673ae5b908a5cfa4c,1339288309,38.483135,-99.825856,0
340963,2019-06-10 00:32:18,180068353086472,fraud_Nader-Heller,misc_net,13.78,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648,33.6773,-118.0051,190249,"Therapist, horticultural",1976-09-17,9ec4e3da4a4619d4fca3e11c173ababa,1339288338,34.596259,-118.845417,0
340964,2019-06-10 00:33:08,4958589671582726883,"fraud_Roob, Conn and Tremblay",shopping_pos,5.97,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,80040d64bd46199fc6aee581fdd87456,1339288388,38.597198,-76.90724,0
340965,2019-06-10 00:33:30,4509142395811241,fraud_Bashirian Group,shopping_net,7.48,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,8fc62e36bd813672f0fa36540828811c,1339288410,31.890420000000002,-81.697786,0
340966,2019-06-10 00:33:42,2475085306462014,fraud_Macejkovic-Lesch,shopping_pos,146.36,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,4672610abb8d24878cf9ad0e31eeacb3,1339288422,43.402965,-94.697491,0
340967,2019-06-10 00:33:51,3565196229855512,fraud_Eichmann-Russel,misc_pos,1.46,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",1950-09-15,f1094459d3006199dda42f213608c59c,1339288431,40.347736,-93.520761,0
340968,2019-06-10 00:34:26,4358137750029944984,fraud_Wiegand-Lowe,grocery_net,39.87,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,1972-10-05,e2a4270ead223d3107e0c9a3bc501d02,1339288466,41.708751,-92.236388,0
340969,2019-06-10 00:34:43,3528407217576457,fraud_Kutch LLC,gas_transport,39.83,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,1987-02-14,7ab7dd8355f7931604caa29fea71daad,1339288483,36.055138,-82.005617,0
340970,2019-06-10 00:35:24,30199621383748,fraud_Williamson LLC,misc_pos,3.54,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,e382dfa45da912d5b42a4e029095578c,1339288524,34.281904,-96.12124200000001,0
340971,2019-06-10 00:36:23,4060579726528237,fraud_Schmeler Inc,misc_pos,6.59,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,1948-11-14,ae8482e3011646b7f92cde5a2e5c36dc,1339288583,40.059509000000006,-95.975124,0
340972,2019-06-10 00:36:34,4890424426862856940,fraud_Huels-Nolan,gas_transport,98.21,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,95827,38.5662,-121.3286,757530,Magazine features editor,1979-04-30,37e86eb9715d6b0c015d0a5fa31a38f5,1339288594,38.354415,-120.670648,0
340973,2019-06-10 00:36:43,630423337322,fraud_Bartoletti-Wunsch,gas_transport,61.18,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,4b9b8f64d9d91e6f4b9c6ba00792a186,1339288603,48.490322,-117.81311799999999,0
340974,2019-06-10 00:36:49,503874407318,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,71.07,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,8bf0ff0ed6bbbcffad697f7b14546d72,1339288609,28.814431,-97.698111,0
340975,2019-06-10 00:37:32,2720012583106919,"fraud_Morissette, Weber and Wiegand",grocery_net,47.86,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,1980-08-18,b9817dac27e91f6d74876bc8ad3f1809,1339288652,42.723817,-101.642165,0
340976,2019-06-10 00:38:43,3514865930894695,fraud_Sporer Inc,gas_transport,89.67,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,334e631f2c239f7f7d5dc3a597d37f89,1339288723,32.315651,-105.160324,0
340977,2019-06-10 00:39:35,4710826438164847414,fraud_Keeling-Crist,misc_pos,60.57,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,1964-01-04,6cacef4ad00d3d6b7ae687274c355526,1339288775,48.359549,-107.91950200000001,0
340978,2019-06-10 00:40:12,377834944388609,fraud_McDermott-Weimann,grocery_pos,99.81,Michael,Jackson,M,539 Underwood Divide,Pea Ridge,AR,72751,36.4539,-94.118,6434,Product designer,1967-08-28,9f76722383784ebd8c2165021e1e1c81,1339288812,36.272601,-93.840594,0
340979,2019-06-10 00:40:13,4497913965512794052,fraud_Hackett-Lueilwitz,grocery_pos,78.8,Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,28372,34.6902,-79.1834,14783,Hospital doctor,1955-11-07,098c5e77c2058820d3978ee6ac142e9e,1339288813,35.619827,-79.553285,0
340980,2019-06-10 00:40:15,676102124465,"fraud_Adams, Kovacek and Kuhlman",grocery_net,35.27,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,86466572071f8dbca090940a10300c59,1339288815,37.64938,-121.370627,0
340981,2019-06-10 00:40:17,345933964507467,fraud_Schmitt Inc,gas_transport,11.18,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,3f51ba3a6e2a62048944a7153bc01856,1339288817,39.199760999999995,-74.45150600000001,1
340982,2019-06-10 00:40:38,4939976756738216,"fraud_Cremin, Hamill and Reichel",misc_pos,211.49,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,d71efd63a7410bc23b554bd1ba459dfa,1339288838,26.523215999999998,-99.64464699999999,0
340983,2019-06-10 00:41:26,213125815021702,"fraud_Schumm, Bauch and Ondricka",grocery_pos,164.27,Adam,Kirk,M,40847 Stark Junctions,Big Indian,NY,12410,42.074,-74.453,397,Psychiatrist,1931-09-12,eec001b2468dc07d3ed77b7b4d6dd250,1339288886,41.561975,-73.67156899999999,0
340984,2019-06-10 00:41:38,3518669219150142,"fraud_Lind, Huel and McClure",gas_transport,44.21,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,858a7a8a0b1187af39e9e2b947aa438c,1339288898,38.732514,-83.61079000000001,0
340985,2019-06-10 00:41:57,4342532437704183,"fraud_Raynor, Reinger and Hagenes",gas_transport,64.31,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,1ab7de3556a1766930103e160385340d,1339288917,42.199061,-75.52752199999999,0
340986,2019-06-10 00:42:21,3582754887089201,fraud_Kuphal-Predovic,misc_net,114.37,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,9abf2f08226b015da44ce63c15e74569,1339288941,34.373075,-93.972959,0
340987,2019-06-10 00:42:35,180069253480336,"fraud_Graham, Hegmann and Hammes",food_dining,57.96,William,Hunter,M,5036 Victoria Ports Suite 249,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,1969-11-01,38ffd30e05033aadacf8222736866600,1339288955,40.667714000000004,-78.626081,0
340988,2019-06-10 00:43:11,4220495028289516646,fraud_Heathcote LLC,shopping_net,10.82,Bethany,Andrade,F,7898 Wanda Springs,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,1966-05-22,121332a52d6aa9e200c3a351c9ea312d,1339288991,34.463524,-117.844296,0
340989,2019-06-10 00:43:49,180048185037117,"fraud_Yost, Block and Koepp",misc_pos,18.2,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,ac6359114b4845f68555a423d1fa3823,1339289029,40.886874,-75.239592,0
340990,2019-06-10 00:44:52,180065479077096,"fraud_Kutch, Hermiston and Farrell",gas_transport,75.15,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,941f33f6b3f6b85560fa974825289a36,1339289092,40.46801,-77.6178,0
340991,2019-06-10 00:44:57,180031190491743,"fraud_Lind, Huel and McClure",gas_transport,53.71,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,9068a53ded54c64dc8f91233280d4ea0,1339289097,31.08465,-88.52554599999999,0
340992,2019-06-10 00:45:32,2254917871818484,fraud_McDermott-Weimann,grocery_pos,117.89,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,2c8a71516e2a70ca193939f6c8050faf,1339289132,38.885108,-75.427386,0
340993,2019-06-10 00:45:37,213112402583773,"fraud_Schaefer, McGlynn and Bosco",gas_transport,64.72,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,1047bb58a96311a61a3eaf9b504008c7,1339289137,33.578815999999996,-82.872844,0
340994,2019-06-10 00:45:55,676148621961,fraud_Auer-West,shopping_net,6.62,Jennifer,Vega,F,91644 Crystal Drives,Eagarville,IL,62023,39.1118,-89.7855,91,Materials engineer,1962-11-18,b621d83da4e3f83b3746044d3eee65ee,1339289155,38.516619,-90.372321,0
340995,2019-06-10 00:46:19,4990494243023,fraud_Barrows PLC,shopping_pos,108.98,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,a856ae34968b054b04f5aa749d2efc26,1339289179,39.24269,-78.758707,0
340996,2019-06-10 00:46:32,344342339068828,fraud_Huels-Nolan,gas_transport,66.01,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305,31.3826,-81.4312,5989,Tax adviser,1967-05-05,1914f8bae9100a9c82d7a7a59d43397e,1339289192,31.114635999999997,-80.67077900000001,0
340997,2019-06-10 00:47:09,4451952084362894,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,99.1,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,f522388fe3dba3c4231f0893c19085d7,1339289229,34.04482,-102.32260699999999,0
340998,2019-06-10 00:47:25,3527536963490470,"fraud_Robel, Cummerata and Prosacco",gas_transport,49.13,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,a6c53d564cce971d206aec6a3726b807,1339289245,33.903269,-80.61021600000001,0
340999,2019-06-10 00:48:11,376262134119629,fraud_Friesen-Stamm,gas_transport,56.76,Christopher,Carr,M,62931 Ralph Court,Lakeland,FL,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",1961-09-28,045bfa5e89b855e872f4c97c846ab8cf,1339289291,28.820103000000003,-81.202862,0
341000,2019-06-10 00:48:13,2383461948823908,"fraud_Kerluke, Kertzmann and Wiza",misc_net,1.73,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,4047,43.745,-70.9092,1892,Audiological scientist,1956-03-02,d7baf3d325c8111f914968f3b5eb5d37,1339289293,43.77165,-71.771694,0
341001,2019-06-10 00:48:18,4855488158131690372,fraud_Balistreri-Nader,misc_pos,41.81,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,db6f0393812a7f5fd58069be8eba0039,1339289298,44.297461,-72.095311,0
341002,2019-06-10 00:48:18,38052002992326,fraud_Torp-Labadie,gas_transport,67.88,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,a610704a3f1d9f6890542421681cdf3f,1339289298,30.194101,-94.606201,0
341003,2019-06-10 00:49:28,4670613943676271,fraud_Miller-Harris,misc_net,2.29,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,1947-08-14,b4127de30a7010e154ce979f667b66b6,1339289368,32.739536,-84.107093,0
341004,2019-06-10 00:49:47,571465035400,fraud_Stiedemann Inc,misc_pos,33.45,Louis,Fisher,M,45654 Hess Rest,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,cb803dc4751df8a3fa866f3c926fe53a,1339289387,43.985240999999995,-109.00104099999999,0
341005,2019-06-10 00:49:57,4587577161160601,fraud_Kutch LLC,gas_transport,81.45,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,1976-04-12,32b47dd06fd8ea3a405e8143f5471dba,1339289397,43.099732,-69.611047,0
341006,2019-06-10 00:50:13,4311368326621416041,fraud_Friesen-D'Amore,gas_transport,62.18,Phillip,Delacruz,M,26678 Lisa Locks Apt. 904,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,1969-09-21,58aac51fb7f37d9f57fcddd3bfa8c078,1339289413,40.819297,-103.254823,0
341007,2019-06-10 00:51:08,4642255475285942,"fraud_Olson, Becker and Koch",gas_transport,64.88,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,c6c00862cd73bb6f0d378d8db6b9342b,1339289468,39.001696,-110.362928,0
341008,2019-06-10 00:51:15,3560697798177746,fraud_Heidenreich PLC,grocery_pos,123.2,Matthew,Young,M,8840 Miller Port Suite 645,Indian Wells,CA,92210,33.7163,-116.3381,4677,Learning mentor,1955-05-06,50f06d14d50552b86a8421d2ba788699,1339289475,34.597895,-116.087873,0
341009,2019-06-10 00:51:43,30197398657930,fraud_Dickinson-Rempel,misc_pos,6.11,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,75323a714381269e8aeaae795f77d96b,1339289503,36.97544,-79.47207,0
341010,2019-06-10 00:52:28,571365235126,"fraud_Rowe, Batz and Goodwin",grocery_pos,101.87,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8fb8f845b5fb76f03baab318d9aa4a2d,1339289548,44.15902,-85.36242299999999,0
